1000,-0.62973017,-0.45706925
2000,-0.79129755,-0.24498941
3000,-0.7580335,-0.24005046
4000,-0.60830456,-0.46162853
5000,-0.5976674,-0.4662201
6000,-0.6769772,-0.418749
7000,-0.6277963,-0.40036327
8000,-0.5777839,-0.40320665
9000,-0.66152614,-0.35757473
10000,-0.7323749,-0.32527515
11000,-0.7080681,-0.25694603
12000,-0.6688907,-0.47357625
13000,-0.629609,-0.45833525
14000,-0.7014042,-0.40623912
15000,-0.7921428,-0.19487445
16000,-0.6228226,-0.38773125
17000,-0.6143497,-0.35485962
18000,-0.9461727,-0.24220626
19000,-0.5763822,-0.4738225
20000,-0.73196954,-0.4461308
21000,-0.85412824,-0.33175972
22000,-0.65130985,-0.39513227
23000,-0.6837628,-0.47365135
24000,-0.77277464,-0.3730723
25000,-0.685017,-0.4585445
26000,-0.565744,-0.38434124
27000,-0.78375894,-0.4116157
